theme_name;porte;problema;acoes
Remuneração e Benefícios;Pequeno;Salários abaixo da média de mercado;"Realizar pesquisa salarial simples usando benchmarks públicos ou sindicatos; Estabelecer revisão salarial anual baseada em desempenho e capacidade financeira; Oferecer reconhecimento não financeiro como flexibilização de horários, home office e folga no aniversário."
Remuneração e Benefícios;Pequeno;Falta de benefícios básicos;"Negociar convênios médicos ou odontológicos coletivos de baixo custo; Oferecer vale-transporte ou auxílio combustível básico; Iniciar oferta de vale-refeição ou alimentação em valores simbólicos, mas progressivos."
Remuneração e Benefícios;Pequeno;Ausência de clareza sobre pacotes de benefícios;"Comunicar em uma cartilha simples os benefícios existentes; Reforçar em reuniões gerais o valor agregado dos benefícios; Criar um canal para sugestões de novos benefícios prioritários."
Remuneração e Benefícios;Médio;Benefícios pouco competitivos em relação ao mercado;"Ampliar o valor do VA/VR conforme média setorial; Negociar convênios médicos com cobertura nacional; Implementar auxílio home office (internet, energia, equipamentos básicos)."
Remuneração e Benefícios;Médio;Falta de flexibilidade nos benefícios;"Oferecer opção entre VA e VR conforme necessidade do colaborador; Incluir auxílio academia, psicoterapia ou bem-estar como benefício opcional; Criar programa de auxílio educação (cursos técnicos, graduação, idiomas)."
Remuneração e Benefícios;Médio;Comunicação insuficiente sobre benefícios;"Disponibilizar manual digital de benefícios atualizado; Criar FAQs em canais internos explicando regras de uso; Oferecer workshops curtos para explicar cobertura de convênio ou regras de VR/VA."
Remuneração e Benefícios;Médio;Desalinhamento entre performance e remuneração variável;"Criar programa de bônus vinculado a metas semestrais; Oferecer premiações pontuais em forma de voucher (VA extra, cartão-presente); Padronizar critérios de elegibilidade de PLR ou bônus anuais."
Remuneração e Benefícios;Médio;Gestores sem preparo para falar de remuneração;"Treinar gestores em conversas salariais difíceis; Padronizar discursos e materiais de apoio do RH; Incluir avaliação de clareza salarial em pesquisas internas."
Remuneração e Benefícios;Grande;Política salarial defasada em relação ao mercado;"Realizar pesquisa salarial anual com consultorias especializadas; Atualizar tabela de cargos e salários globalmente; Criar mecanismos de correção automática para faixas defasadas."
Remuneração e Benefícios;Grande;Benefícios padronizados que não atendem diversidade da força de trabalho;"Implementar plano de benefícios flexíveis (beneflex/total rewards); Oferecer opções como auxílio creche, previdência privada e bem-estar; Incluir telemedicina e rede ampliada de convênios médicos/odontológicos."
Remuneração e Benefícios;Grande;Falta de equidade na distribuição de benefícios;"Realizar auditoria de acesso e satisfação por cargo, gênero e região; Ajustar valores de VA/VR por custo de vida regional; Oferecer benefícios inclusivos (auxílio para PcDs, programas de saúde mental)."
Remuneração e Benefícios;Grande;Comunicação falha sobre o pacote total de remuneração;"Criar dashboard individual de remuneração e benefícios no portal RH; Disponibilizar simulador de remuneração total (salário + bônus + benefícios); Realizar campanhas internas de valorização do pacote global."
Remuneração e Benefícios;Grande;Programas pouco integrados ao bem-estar;"Oferecer plano de saúde premium com cobertura ampla; Criar parcerias com academias, plataformas de bem-estar e terapia online; Disponibilizar crédito flexível em cartão multibenefícios (VA, VR, mobilidade, educação)."
Remuneração e Benefícios;Grande;Processos lentos de atualização de benefícios;"Revisar portfólio de benefícios anualmente com pesquisa interna; Automatizar gestão via plataformas digitais de benefícios; Criar comitê interno para avaliação contínua de novos benefícios."
Diversidade, Inclusão e Equidade;Pequeno;Ausência de políticas formais de diversidade;"Criar código de conduta simples incluindo diversidade; Realizar rodas de conversa sobre respeito e inclusão; Divulgar compromissos de diversidade em canais internos."
Diversidade, Inclusão e Equidade;Pequeno;Contratações baseadas em afinidade pessoal;"Treinar gestores para processos seletivos imparciais; Usar roteiros estruturados de entrevistas; Incluir pelo menos dois avaliadores nas entrevistas."
Diversidade, Inclusão e Equidade;Pequeno;Pouca representatividade de grupos minorizados;"Firmar parcerias com organizações locais de inclusão; Promover campanhas de conscientização internas; Valorizar histórias de colaboradores diversos."
Diversidade, Inclusão e Equidade;Pequeno;Falta de conhecimento sobre vieses inconscientes;"Realizar treinamentos curtos sobre vieses; Incluir discussões em reuniões de equipe; Fornecer materiais de leitura acessíveis."
Diversidade, Inclusão e Equidade;Médio;Políticas de diversidade pouco estruturadas;"Criar política formal de diversidade e inclusão; Formar comitê interno de diversidade; Estabelecer metas de representatividade."
Diversidade, Inclusão e Equidade;Médio;Baixa inclusão de pessoas com deficiência;"Adequar estrutura física e digital à acessibilidade; Promover campanhas internas de conscientização; Monitorar contratação e retenção de PcDs."
Diversidade, Inclusão e Equidade;Médio;Falta de dados sobre diversidade na empresa;"Implementar questionário voluntário de diversidade; Mapear indicadores demográficos no RH; Publicar relatórios internos anuais."
Diversidade, Inclusão e Equidade;Médio;Dificuldade em engajar lideranças no tema;"Treinar gestores em liderança inclusiva; Incluir indicadores de diversidade em metas de liderança; Promover líderes que se destacam em práticas inclusivas."
Diversidade, Inclusão e Equidade;Médio;Práticas de inclusão limitadas a datas comemorativas;"Criar calendário contínuo de ações inclusivas; Incluir diversidade em programas de reconhecimento; Promover debates e workshops regulares."
Diversidade, Inclusão e Equidade;Grande;Programas de diversidade simbólicos e pouco efetivos;"Mensurar impacto real de programas existentes; Revisar iniciativas para evitar tokenismo; Ampliar representatividade em cargos de liderança."
Diversidade, Inclusão e Equidade;Grande;Desigualdade de oportunidades entre grupos;"Estabelecer programas de mentoria para grupos minorizados; Auditar promoções e aumentos por gênero/raça; Implementar política clara de equidade salarial."
Diversidade, Inclusão e Equidade;Grande;Baixa representatividade em cargos de liderança;"Criar metas de diversidade em níveis estratégicos; Promover líderes de grupos diversos como embaixadores; Garantir sucessão inclusiva em programas de liderança."
Diversidade, Inclusão e Equidade;Grande;Falta de integração entre diversidade e estratégia de negócio;"Incluir diversidade como KPI corporativo; Criar relatórios anuais públicos de diversidade; Integrar ações de inclusão ao planejamento estratégico."
Diversidade, Inclusão e Equidade;Grande;Casos de discriminação pouco investigados;"Implementar canal de denúncia anônimo e estruturado; Criar comitê de ética para acompanhar casos; Aplicar sanções claras para comportamentos discriminatórios."
Recursos, Ferramentas e Estrutura;Pequeno;Falta de sistemas de gestão;"Adotar planilhas estruturadas ou softwares gratuitos de gestão; Mapear processos prioritários para digitalização; Definir cronograma de migração gradual para sistemas simples."
Recursos, Ferramentas e Estrutura;Pequeno;Uso de ferramentas improvisadas;"Criar checklist mínimo de ferramentas oficiais; Treinar colaboradores para uso correto dessas ferramentas; Substituir soluções improvisadas por alternativas acessíveis."
Recursos, Ferramentas e Estrutura;Pequeno;Estrutura física insuficiente;"Investir em melhorias básicas de infraestrutura (iluminação, ventilação, ergonomia); Reaproveitar espaços de forma funcional; Criar plano de manutenção preventiva simples."
Recursos, Ferramentas e Estrutura;Pequeno;Baixo investimento em tecnologia;"Priorizar aquisições de maior impacto no trabalho diário; Negociar licenças básicas com fornecedores; Realizar levantamento anual de necessidades tecnológicas."
Recursos, Ferramentas e Estrutura;Pequeno;Dependência de soluções caseiras;"Documentar processos usados em planilhas e macros; Avaliar migração gradual para softwares acessíveis; Criar canal de suporte básico para dúvidas sobre soluções caseiras."
Recursos, Ferramentas e Estrutura;Pequeno;Falta de padronização nos processos;"Mapear fluxos de trabalho recorrentes; Documentar procedimentos em manual simples; Treinar equipe em boas práticas de padronização."
Recursos, Ferramentas e Estrutura;Médio;Ferramentas desconectadas entre si;"Adotar softwares que permitam integração de dados; Criar governança para escolha de ferramentas; Estabelecer plano de consolidação tecnológica."
Recursos, Ferramentas e Estrutura;Médio;Infraestrutura tecnológica defasada;"Realizar auditoria de equipamentos e softwares; Planejar substituição gradual de recursos críticos; Negociar atualização tecnológica em contratos corporativos."
Recursos, Ferramentas e Estrutura;Médio;Dificuldade de padronizar processos;"Mapear e desenhar fluxos interdepartamentais; Definir responsáveis pela padronização de processos; Treinar equipes em metodologias de processos (ex.: BPM)."
Recursos, Ferramentas e Estrutura;Médio;Falta de suporte técnico estruturado;"Criar equipe de TI interna ou terceirizada; Implantar sistema de chamados com SLA definido; Mensurar tempo médio de resposta e satisfação do usuário."
Recursos, Ferramentas e Estrutura;Médio;Duplicidade de dados;"Implementar banco de dados centralizado; Criar políticas de entrada e atualização de dados; Auditar duplicidades periodicamente."
Recursos, Ferramentas e Estrutura;Médio;Baixa capacitação no uso das ferramentas;"Promover treinamentos recorrentes por área; Disponibilizar manuais e tutoriais internos; Criar métricas de adesão e uso efetivo."
Recursos, Ferramentas e Estrutura;Grande;Sistemas robustos mas pouco amigáveis;"Promover treinamentos contínuos de usabilidade; Adaptar interfaces ou fluxos para melhorar a experiência; Criar equipe de suporte dedicada por sistema."
Recursos, Ferramentas e Estrutura;Grande;Excesso de ferramentas sem integração;"Mapear todas as ferramentas utilizadas na empresa; Eliminar redundâncias e consolidar sistemas; Adotar plataforma única para centralizar integrações."
Recursos, Ferramentas e Estrutura;Grande;Burocracia para adquirir ou atualizar recursos;"Simplificar fluxos de aprovação de compras de TI; Criar orçamento anual pré-aprovado para atualizações; Delegar autonomia de aquisição para áreas críticas."
Recursos, Ferramentas e Estrutura;Grande;Alto custo de manutenção tecnológica;"Negociar contratos globais de manutenção; Avaliar alternativas de open source quando viável; Revisar periodicamente ROI de cada ferramenta."
Recursos, Ferramentas e Estrutura;Grande;Falta de adaptação local das ferramentas globais;"Personalizar sistemas de acordo com legislações locais; Criar times locais de suporte para adaptação; Ouvir colaboradores das unidades em grupos focais."
Recursos, Ferramentas e Estrutura;Grande;Colaboradores sobrecarregados com treinamentos;"Unificar treinamentos em trilhas digitais por perfil; Medir tempo gasto em capacitação versus trabalho produtivo; Ajustar carga de treinamentos para evitar sobrecarga."
Engajamento e Motivação;Pequeno;Baixa clareza de propósito;"Comunicar missão e valores em reuniões semanais; Envolver colaboradores em decisões simples do negócio; Criar mural ou documento que mostre impacto do trabalho."
Engajamento e Motivação;Pequeno;Desânimo por instabilidade financeira;"Manter comunicação transparente sobre situação financeira; Reconhecer esforços mesmo em cenários de crise; Oferecer benefícios simbólicos de baixo custo (flexibilidade, home office parcial)."
Engajamento e Motivação;Pequeno;Pouco reconhecimento formal;"Criar rotina de agradecimentos públicos em reuniões; Estabelecer reconhecimento mensal com certificados; Treinar gestores para dar feedback positivo estruturado."
Engajamento e Motivação;Pequeno;Rotina desgastante sem perspectiva de crescimento;"Oferecer job rotation interno; Promover capacitações rápidas e de baixo custo; Definir planos simples de crescimento horizontal."
Engajamento e Motivação;Pequeno;Falta de benefícios competitivos;"Negociar descontos em serviços locais; Oferecer horários flexíveis; Implantar benefícios básicos progressivamente."
Engajamento e Motivação;Pequeno;Proximidade excessiva com gestores gerando favoritismo;"Criar código de conduta para relações de trabalho; Realizar pesquisa anônima sobre percepção de justiça; Treinar líderes em imparcialidade e ética."
Engajamento e Motivação;Médio;Falta de conexão entre estratégia e rotina;"Traduzir metas estratégicas em objetivos de equipe; Criar rituais trimestrais de alinhamento estratégico; Treinar gestores em comunicação de propósito."
Engajamento e Motivação;Médio;Pouca participação em decisões relevantes;"Criar fóruns de participação interdepartamental; Promover pesquisas pulse antes de decisões-chave; Incluir representantes de áreas nas discussões estratégicas."
Engajamento e Motivação;Médio;Metas pouco inspiradoras;"Revisar metas para incluir indicadores de impacto humano; Criar campanhas internas que conectem metas ao propósito; Treinar líderes em definição de metas motivadoras."
Engajamento e Motivação;Médio;Desmotivação pela falta de reconhecimento estruturado;"Implementar programa de reconhecimento formal; Padronizar critérios de valorização; Mensurar impacto do reconhecimento em pesquisas de engajamento."
Engajamento e Motivação;Médio;Dificuldade em manter cultura de engajamento com aumento do quadro;"Criar comitês de cultura e engajamento; Realizar eventos de integração periódicos; Estabelecer embaixadores de engajamento por área."
Engajamento e Motivação;Médio;Rotatividade crescente impacta moral da equipe;"Aplicar entrevistas de desligamento estruturadas; Implementar plano de retenção de talentos; Monitorar indicadores de turnover trimestralmente."
Engajamento e Motivação;Grande;Sensação de anonimato e despersonalização;"Criar programas de reconhecimento individual digital; Promover encontros de líderes com pequenos grupos; Mensurar senso de pertencimento em pesquisas internas."
Engajamento e Motivação;Grande;Iniciativas de engajamento superficiais;"Revisar programas para medir impacto real; Criar ações segmentadas por perfil de colaborador; Estabelecer KPIs de engajamento ligados a resultados."
Engajamento e Motivação;Grande;Dificuldade de manter propósito em grande escala;"Comunicar propósito em diferentes canais e linguagens; Criar campanhas de storytelling sobre impacto organizacional; Promover líderes que exemplifiquem propósito no dia a dia."
Engajamento e Motivação;Grande;Baixa escuta ativa da liderança;"Implementar canais digitais de escuta contínua; Promover grupos focais regulares com alta liderança; Treinar executivos em práticas de escuta ativa."
Engajamento e Motivação;Grande;Programas de reconhecimento padronizados demais;"Personalizar programas de reconhecimento por unidade/região; Incluir colaboradores no desenho das iniciativas; Diversificar prêmios além de campanhas globais."
Engajamento e Motivação;Grande;Falta de vínculo entre performance e propósito organizacional;"Associar metas individuais a indicadores de propósito; Reconhecer comportamentos alinhados ao propósito; Comunicar casos reais que mostrem essa conexão."
Engajamento e Motivação;Pequeno;Baixa clareza de propósito;"Comunicar missão e valores em reuniões semanais; Envolver colaboradores em decisões simples do negócio; Criar mural ou documento que mostre impacto do trabalho."
Engajamento e Motivação;Pequeno;Desânimo por instabilidade financeira;"Manter comunicação transparente sobre situação financeira; Reconhecer esforços mesmo em cenários de crise; Oferecer benefícios simbólicos de baixo custo (flexibilidade, home office parcial)."
Engajamento e Motivação;Pequeno;Pouco reconhecimento formal;"Criar rotina de agradecimentos públicos em reuniões; Estabelecer reconhecimento mensal com certificados; Treinar gestores para dar feedback positivo estruturado."
Engajamento e Motivação;Pequeno;Rotina desgastante sem perspectiva de crescimento;"Oferecer job rotation interno; Promover capacitações rápidas e de baixo custo; Definir planos simples de crescimento horizontal."
Engajamento e Motivação;Pequeno;Falta de benefícios competitivos;"Negociar descontos em serviços locais; Oferecer horários flexíveis; Implantar benefícios básicos progressivamente."
Engajamento e Motivação;Pequeno;Proximidade excessiva com gestores gerando favoritismo;"Criar código de conduta para relações de trabalho; Realizar pesquisa anônima sobre percepção de justiça; Treinar líderes em imparcialidade e ética."
Engajamento e Motivação;Médio;Falta de conexão entre estratégia e rotina;"Traduzir metas estratégicas em objetivos de equipe; Criar rituais trimestrais de alinhamento estratégico; Treinar gestores em comunicação de propósito."
Engajamento e Motivação;Médio;Pouca participação em decisões relevantes;"Criar fóruns de participação interdepartamental; Promover pesquisas pulse antes de decisões-chave; Incluir representantes de áreas nas discussões estratégicas."
Engajamento e Motivação;Médio;Metas pouco inspiradoras;"Revisar metas para incluir indicadores de impacto humano; Criar campanhas internas que conectem metas ao propósito; Treinar líderes em definição de metas motivadoras."
Engajamento e Motivação;Médio;Desmotivação pela falta de reconhecimento estruturado;"Implementar programa de reconhecimento formal; Padronizar critérios de valorização; Mensurar impacto do reconhecimento em pesquisas de engajamento."
Engajamento e Motivação;Médio;Dificuldade em manter cultura de engajamento com aumento do quadro;"Criar comitês de cultura e engajamento; Realizar eventos de integração periódicos; Estabelecer embaixadores de engajamento por área."
Engajamento e Motivação;Médio;Rotatividade crescente impacta moral da equipe;"Aplicar entrevistas de desligamento estruturadas; Implementar plano de retenção de talentos; Monitorar indicadores de turnover trimestralmente."
Engajamento e Motivação;Grande;Sensação de anonimato e despersonalização;"Criar programas de reconhecimento individual digital; Promover encontros de líderes com pequenos grupos; Mensurar senso de pertencimento em pesquisas internas."
Engajamento e Motivação;Grande;Iniciativas de engajamento superficiais;"Revisar programas para medir impacto real; Criar ações segmentadas por perfil de colaborador; Estabelecer KPIs de engajamento ligados a resultados."
Engajamento e Motivação;Grande;Dificuldade de manter propósito em grande escala;"Comunicar propósito em diferentes canais e linguagens; Criar campanhas de storytelling sobre impacto organizacional; Promover líderes que exemplifiquem propósito no dia a dia."
Engajamento e Motivação;Grande;Baixa escuta ativa da liderança;"Implementar canais digitais de escuta contínua; Promover grupos focais regulares com alta liderança; Treinar executivos em práticas de escuta ativa."
Engajamento e Motivação;Grande;Programas de reconhecimento padronizados demais;"Personalizar programas de reconhecimento por unidade/região; Incluir colaboradores no desenho das iniciativas; Diversificar prêmios além de campanhas globais."
Engajamento e Motivação;Grande;Falta de vínculo entre performance e propósito organizacional;"Associar metas individuais a indicadores de propósito; Reconhecer comportamentos alinhados ao propósito; Comunicar casos reais que mostrem essa conexão."
Autonomia e Tomada de Decisão;Pequeno;Decisões concentradas no fundador;"Criar instâncias simples de decisão compartilhada; Delegar pequenas responsabilidades gradualmente; Registrar decisões para reduzir dependência de uma só pessoa."
Autonomia e Tomada de Decisão;Pequeno;Pouco espaço para iniciativa individual;"Incentivar sugestões em reuniões semanais; Reconhecer colaboradores que trazem ideias; Testar ideias em pequena escala antes da aprovação formal."
Autonomia e Tomada de Decisão;Pequeno;Gestão centralizadora;"Treinar gestores em delegação de tarefas; Definir responsabilidades formais por função; Criar rituais de acompanhamento ao invés de controle excessivo."
Autonomia e Tomada de Decisão;Pequeno;Conflitos de interesse entre família e empresa;"Criar regras de governança familiar simples; Separar papéis de família e gestão; Estabelecer conselhos consultivos quando possível."
Autonomia e Tomada de Decisão;Pequeno;Dependência excessiva de uma pessoa chave;"Documentar processos críticos; Treinar backups para atividades-chave; Distribuir responsabilidades de forma equilibrada."
Autonomia e Tomada de Decisão;Pequeno;Falta de processos claros de decisão;"Definir fluxos básicos de decisão (quem decide o quê); Comunicar papéis em reuniões periódicas; Criar quadro visível de responsabilidades."
Autonomia e Tomada de Decisão;Médio;Centralização em cargos médios;"Definir limites de autoridade por cargo; Criar matriz RACI para clareza de decisões; Treinar gestores médios em empoderamento da equipe."
Autonomia e Tomada de Decisão;Médio;Pouca clareza sobre autoridade de decisão;"Comunicar organograma decisório formalmente; Criar documentos simples sobre quem aprova o quê; Incluir a estrutura de decisão no onboarding."
Autonomia e Tomada de Decisão;Médio;Burocracia emergente que trava autonomia;"Mapear gargalos de aprovação; Simplificar fluxos de autorização; Delegar aprovações menores aos gestores imediatos."
Autonomia e Tomada de Decisão;Médio;Medo de tomar decisão sem respaldo;"Oferecer treinamentos de segurança psicológica; Criar política de tolerância a erros controlados; Promover cases internos de autonomia bem-sucedida."
Autonomia e Tomada de Decisão;Médio;Excesso de comitês informais;"Formalizar comitês relevantes e extinguir redundantes; Definir papéis e prazos claros para decisões coletivas; Mensurar tempo de resposta dos comitês."
Autonomia e Tomada de Decisão;Médio;Dependência de aprovações da diretoria para questões operacionais;"Delegar aprovações operacionais para gestores de linha; Criar alçadas de decisão por valor e impacto; Implementar revisão trimestral das políticas de aprovação."
Autonomia e Tomada de Decisão;Grande;Decisões excessivamente hierárquicas;"Descentralizar decisões operacionais para gestores locais; Criar fóruns horizontais de tomada de decisão; Revisar políticas que exigem múltiplas aprovações."
Autonomia e Tomada de Decisão;Grande;Baixa autonomia operacional;"Estabelecer indicadores de autonomia por área; Reconhecer líderes que promovem autonomia responsável; Treinar gestores em gestão baseada em confiança."
Autonomia e Tomada de Decisão;Grande;Excesso de comitês e aprovações;"Auditar quantidade e relevância de comitês; Eliminar redundâncias entre instâncias decisórias; Implementar tecnologia para acelerar aprovações."
Autonomia e Tomada de Decisão;Grande;Desalinhamento entre autonomia declarada e real;"Mensurar percepção de autonomia em pesquisas internas; Criar plano de ação para reduzir lacunas identificadas; Comunicar mudanças com exemplos práticos."
Autonomia e Tomada de Decisão;Grande;Tomada de decisão lenta impactando inovação;"Estabelecer fast tracks para decisões de inovação; Criar squads com autonomia temporária; Definir prazos máximos para aprovações estratégicas."
Autonomia e Tomada de Decisão;Grande;Decisões políticas mais do que técnicas;"Criar comitês técnicos independentes; Estabelecer critérios objetivos para decisões críticas; Auditar decisões para identificar influência política excessiva."
Assédio;Pequeno;Falta de políticas claras contra assédio;"Criar código de conduta simples contra assédio; Realizar reuniões de conscientização com todos os colaboradores; Definir penalidades básicas para casos confirmados."
Assédio;Pequeno;Medo de denunciar por proximidade com gestores;"Oferecer canal anônimo de denúncia (ex.: formulário digital); Reforçar compromisso de não retaliação em comunicações; Estabelecer apoio externo (sindicatos ou consultorias) em casos sensíveis."
Assédio;Pequeno;Confusão entre relações pessoais e profissionais;"Treinar equipe sobre limites no ambiente de trabalho; Reforçar práticas de respeito mútuo em reuniões semanais; Criar regras claras para interações sociais ligadas à empresa."
Assédio;Médio;Ausência de canal estruturado de denúncias;"Implantar canal formal e confidencial (e-mail ou plataforma); Comunicar amplamente o funcionamento do canal; Monitorar número de casos e tempo de resposta."
Assédio;Médio;Gestores despreparados para lidar com casos;"Treinar lideranças em prevenção e acolhimento de vítimas; Criar manual interno sobre como agir diante de denúncias; Incluir avaliação de conduta em feedbacks de liderança."
Assédio;Médio;Casos abafados por falta de investigação formal;"Definir processo padrão de investigação; Estabelecer equipe ou comitê de ética; Garantir registro e acompanhamento de todos os casos."
Assédio;Médio;Assédio moral disfarçado de cobrança por resultados;"Treinar gestores em feedback construtivo; Implementar política de metas claras e justas; Incluir monitoramento de clima organizacional contínuo."
Assédio;Grande;Cultura de silêncio e medo de retaliação;"Implementar canal de denúncia externo e independente; Divulgar relatórios anuais sobre denúncias e medidas tomadas; Reforçar proteção à vítima em todas as comunicações internas."
Assédio;Grande;Subnotificação de casos por burocracia;"Simplificar formulários de denúncia; Garantir acessibilidade ao canal em diferentes idiomas/unidades; Auditar periodicamente a eficácia do processo de denúncia."
Assédio;Grande;Assédio estrutural tolerado em algumas áreas;"Realizar auditoria cultural em áreas críticas; Criar treinamentos obrigatórios de compliance e respeito; Vincular métricas de liderança à prevenção de assédio."
Assédio;Grande;Falta de responsabilização de altos cargos;"Criar política de tolerância zero independente do cargo; Garantir investigação externa para casos envolvendo executivos; Publicar medidas disciplinares para aumentar transparência."
Assédio;Grande;Dificuldade em acompanhar casos globalmente;"Centralizar dados em sistema de compliance global; Estabelecer comitês regionais de ética; Monitorar indicadores globais de assédio e reportar ao board."
Abuso de Autoridade;Pequeno;Concentração de poder em poucos líderes;"Definir limites claros de autoridade no código de conduta; Estabelecer canais de denúncia anônimos simples; Promover rodadas de feedback entre líderes e equipes."
Abuso de Autoridade;Pequeno;Gestores usando relações pessoais para impor decisões;"Separar papéis de amizade e liderança em treinamentos; Criar regras de transparência em decisões críticas; Envolver mais de uma pessoa em aprovações relevantes."
Abuso de Autoridade;Pequeno;Falta de governança sobre líderes familiares;"Criar regras básicas de sucessão e governança; Estabelecer critérios objetivos para promoções; Formar conselhos consultivos com membros externos."
Abuso de Autoridade;Médio;Excesso de autoritarismo de gestores médios;"Treinar gestores em liderança participativa; Criar programas de avaliação 180° ou 360°; Monitorar recorrência de denúncias por gestor."
Abuso de Autoridade;Médio;Uso de cargos para favorecer interesses pessoais;"Definir políticas contra nepotismo e conflitos de interesse; Auditar aprovações de benefícios e promoções; Estabelecer comitê de ética para revisar casos."
Abuso de Autoridade;Médio;Falta de responsabilização em casos denunciados;"Formalizar investigações com prazos definidos; Garantir sanções proporcionais às ocorrências; Divulgar de forma interna e transparente as medidas aplicadas."
Abuso de Autoridade;Médio;Liderança punitiva como modelo de gestão;"Implementar treinamentos sobre feedback construtivo; Criar programa de mentoria para gestores; Incluir métricas de comportamento em avaliações de liderança."
Abuso de Autoridade;Grande;Privilégios indevidos de altos cargos;"Auditar benefícios e regalias de executivos; Criar política de compliance com tolerância zero; Estabelecer comitês independentes de governança."
Abuso de Autoridade;Grande;Abuso de poder para fins políticos;"Separar decisões estratégicas de interesses pessoais; Criar fóruns técnicos para validar decisões críticas; Estabelecer indicadores de transparência em liderança."
Abuso de Autoridade;Grande;Dificuldade em denunciar abusos de executivos;"Implantar canal de denúncia externo e independente; Garantir anonimato total e proteção do denunciante; Contratar auditoria externa para investigações de alto nível."
Abuso de Autoridade;Grande;Cultura hierárquica que reforça autoritarismo;"Promover campanhas de liderança humanizada; Treinar executivos em ética e compliance; Associar promoções à prática de liderança saudável."
Abuso de Autoridade;Grande;Decisões centralizadas que ignoram especialistas;"Criar comitês técnicos com poder real de decisão; Promover a valorização de especialistas em fóruns estratégicos; Mensurar participação técnica em decisões corporativas."
Preconceito;Pequeno;Comentários preconceituosos normalizados;"Promover rodas de conversa sobre respeito e diversidade; Inserir cláusulas de não discriminação no código de conduta; Aplicar advertências formais em casos reincidentes."
Preconceito;Pequeno;Ausência de treinamentos sobre diversidade;"Realizar workshops básicos de conscientização; Incluir diversidade em reuniões de integração; Fornecer materiais educativos acessíveis a todos."
Preconceito;Pequeno;Mistura entre relações pessoais e profissionais que reforça preconceito;"Estabelecer regras de conduta em eventos sociais; Orientar líderes a mediar conflitos de forma imparcial; Criar canal simples de denúncia anônima."
Preconceito;Médio;Estereótipos reforçados em processos seletivos;"Treinar recrutadores sobre vieses inconscientes; Padronizar roteiros de entrevistas; Garantir diversidade mínima em candidatos finalistas."
Preconceito;Médio;Casos de preconceito tratados como piada;"Realizar campanhas de conscientização; Incluir cláusulas de não tolerância em políticas internas; Promover sessões de sensibilização por área."
Preconceito;Médio;Falta de políticas formais de combate ao preconceito;"Criar política oficial de diversidade e inclusão; Comunicar regras em todos os canais da empresa; Definir consequências claras em caso de descumprimento."
Preconceito;Médio;Dificuldade em lidar com denúncias sensíveis;"Treinar RH e gestores em acolhimento de vítimas; Criar fluxo confidencial para investigação; Estabelecer comitê de ética para análise imparcial."
Preconceito;Grande;Preconceito estrutural reproduzido na cultura;"Realizar auditorias culturais periódicas; Incluir diversidade como KPI estratégico; Promover programas de inclusão com metas claras."
Preconceito;Grande;Discriminação indireta em políticas internas;"Revisar benefícios e políticas para garantir equidade; Incluir perspectiva de diversidade em todas as revisões; Mensurar impacto das políticas em grupos minorizados."
Preconceito;Grande;Casos de preconceito abafados por reputação;"Criar canal de denúncia externo e independente; Divulgar relatórios anuais de diversidade e inclusão; Garantir transparência na comunicação de medidas disciplinares."
Preconceito;Grande;Baixa representatividade em cargos estratégicos;"Criar programas de aceleração de carreira para minorias; Estabelecer metas de diversidade em liderança; Promover mentorias reversas entre líderes e grupos minorizados."
Preconceito;Grande;Dificuldade em integrar diversidade globalmente;"Adaptar políticas de diversidade ao contexto local; Garantir suporte em idiomas locais nos treinamentos; Criar rede global de embaixadores de diversidade."
